epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1287.16,1.04796,0.99027,1.11563,0.99006,0.99458,0.99377,0.72533,0.94263,1.1865,1.04106,0.0011015,0.0011015,0.0011015
14,1379.2,1.06862,1.00396,1.13927,0.98771,1,0.99213,0.72755,0.95864,1.05613,1.06243,0.00108913,0.00108913,0.00108913
15,1482.43,0.99239,0.91426,1.08362,0.97627,1,0.99159,0.72647,0.94165,1.09795,1.04883,0.00107675,0.00107675,0.00107675
16,1582.28,0.98943,0.88276,1.10455,0.99299,1,0.99238,0.7284,0.93018,1.00611,1.07126,0.00106437,0.00106437,0.00106437
17,1676.8,0.99059,0.8528,1.1295,0.99448,0.99991,0.99376,0.73962,0.93147,0.96379,1.0502,0.001052,0.001052,0.001052
18,1771.28,0.96221,0.85415,1.09842,0.98922,1,0.99435,0.72254,0.93337,0.94942,1.04382,0.00103962,0.00103962,0.00103962
19,1895.61,0.97496,0.78735,1.08305,0.99177,0.99951,0.99158,0.73141,0.94771,0.90497,1.05635,0.00102725,0.00102725,0.00102725
20,1999.52,0.93374,0.8008,1.07252,0.99735,0.99857,0.995,0.72994,0.91753,0.87085,1.03088,0.00101488,0.00101488,0.00101488
21,2095.71,0.96476,0.78872,1.08839,0.82469,0.95548,0.99495,0.71398,0.94344,1.04463,1.06363,0.0010025,0.0010025,0.0010025
22,2188.79,1.00351,0.80483,1.13327,0.99703,0.99647,0.995,0.73743,0.91842,0.84091,1.05951,0.000990125,0.000990125,0.000990125
23,2283.04,0.95459,0.74441,1.1064,0.99629,1,0.995,0.73583,0.89958,0.75688,1.03595,0.00097775,0.00097775,0.00097775
24,2372.01,0.92753,0.71601,1.08645,0.99368,1,0.99455,0.73311,0.88822,0.71678,1.03804,0.000965375,0.000965375,0.000965375
25,2459.66,0.91149,0.69067,1.09049,0.99387,1,0.99485,0.73649,0.8882,0.72562,1.04817,0.000953,0.000953,0.000953
26,2549.87,0.9317,0.69426,1.0856,0.99328,1,0.99485,0.73884,0.87417,0.6979,1.0174,0.000940625,0.000940625,0.000940625
27,2639.39,0.93425,0.685,1.0754,0.99438,1,0.99475,0.7071,0.95598,0.72232,1.05822,0.00092825,0.00092825,0.00092825
28,2728.38,0.98354,0.70703,1.12771,0.99718,1,0.995,0.7557,0.86788,0.66984,1.03177,0.000915875,0.000915875,0.000915875
29,2820.65,0.95569,0.67822,1.09177,0.99421,1,0.99361,0.75267,0.90458,0.6882,1.05633,0.0009035,0.0009035,0.0009035
30,2908.89,0.8641,0.61415,1.05384,0.99432,1,0.99173,0.76527,0.8772,0.65362,1.04102,0.000891125,0.000891125,0.000891125
31,2998.6,0.92541,0.63887,1.08836,0.99427,1,0.99233,0.75991,0.89423,0.62923,1.03589,0.00087875,0.00087875,0.00087875
32,3091.76,0.912,0.63179,1.06856,0.99435,1,0.99094,0.75646,0.89198,0.6227,1.04179,0.000866375,0.000866375,0.000866375
33,3191.68,0.89356,0.61047,1.06472,0.99422,1,0.99342,0.77162,0.83604,0.60126,1.0243,0.000854,0.000854,0.000854
34,3287.29,0.91745,0.63435,1.08124,0.9943,1,0.99485,0.77962,0.82943,0.58889,1.01028,0.000841625,0.000841625,0.000841625
35,3395.48,0.91951,0.61113,1.09052,0.99331,1,0.99223,0.75318,0.86367,0.6308,1.038,0.00082925,0.00082925,0.00082925
36,3491.44,0.91121,0.61774,1.06749,0.98735,1,0.99394,0.75321,0.85924,0.60318,1.02332,0.000816875,0.000816875,0.000816875
37,3597.21,0.92435,0.6089,1.07845,0.99174,1,0.99401,0.75897,0.88617,0.60295,1.03579,0.0008045,0.0008045,0.0008045
38,3705.81,0.87543,0.59796,1.07365,0.99169,1,0.99391,0.78594,0.82198,0.56325,0.97798,0.000792125,0.000792125,0.000792125
39,3795.79,0.91229,0.61549,1.07276,0.99442,1,0.99361,0.75638,0.85219,0.55568,1.00259,0.00077975,0.00077975,0.00077975
40,3887.41,0.92823,0.58799,1.07969,0.99307,1,0.9948,0.75881,0.87926,0.5674,1.02402,0.000767375,0.000767375,0.000767375
41,3975.99,0.8807,0.59437,1.07021,0.99372,0.99966,0.99332,0.77984,0.83541,0.53856,1.00952,0.000755,0.000755,0.000755
42,4066.14,0.84318,0.55951,1.05483,0.9941,1,0.99441,0.76066,0.86443,0.57065,1.02411,0.000742625,0.000742625,0.000742625
43,4154.98,0.90497,0.55589,1.09639,0.98431,0.98854,0.99337,0.7826,0.80258,0.56349,0.98675,0.00073025,0.00073025,0.00073025
44,4244.1,0.87825,0.54409,1.0479,0.99381,1,0.9946,0.77958,0.81938,0.53337,0.99514,0.000717875,0.000717875,0.000717875
45,4333.85,0.90616,0.56021,1.07269,0.99309,1,0.99396,0.78054,0.81552,0.5199,0.99322,0.0007055,0.0007055,0.0007055
46,4422.24,0.88811,0.54653,1.05885,0.99251,1,0.99441,0.78199,0.82061,0.52661,0.99977,0.000693125,0.000693125,0.000693125
47,4514.46,0.85639,0.54906,1.03658,0.99293,1,0.9948,0.79343,0.78205,0.52209,0.98919,0.00068075,0.00068075,0.00068075
48,4622.41,0.81598,0.52789,1.04308,0.9949,0.99982,0.99322,0.79471,0.78849,0.50878,1.00614,0.000668375,0.000668375,0.000668375
49,4734.57,0.87515,0.5422,1.07758,0.99427,0.99768,0.99421,0.79113,0.79898,0.49709,1.00822,0.000656,0.000656,0.000656
50,4825.79,0.85177,0.52212,1.05846,0.99362,1,0.99376,0.78331,0.8337,0.49719,1.02879,0.000643625,0.000643625,0.000643625
51,4926.55,0.84023,0.51916,1.05339,0.9933,1,0.99312,0.79736,0.78926,0.49283,1.00525,0.00063125,0.00063125,0.00063125
52,5040.29,0.86461,0.52161,1.05627,0.99347,1,0.99465,0.79712,0.77017,0.47749,0.98342,0.000618875,0.000618875,0.000618875
53,5161.27,0.86504,0.52518,1.04647,0.9936,1,0.99441,0.79404,0.78575,0.47485,0.98382,0.0006065,0.0006065,0.0006065
54,5277.08,0.87143,0.53559,1.05623,0.9935,1,0.99277,0.79651,0.76777,0.47703,0.97993,0.000594125,0.000594125,0.000594125
55,5378.65,0.84752,0.52197,1.05745,0.99265,1,0.99351,0.7964,0.77553,0.47694,0.99268,0.00058175,0.00058175,0.00058175
56,5474.39,0.83058,0.5118,1.06365,0.99133,1,0.99406,0.79915,0.77384,0.4801,0.98675,0.000569375,0.000569375,0.000569375
